catalog_id,fid,original_validation,smiles,hasTertiaryAmine,nHBD,nHBA,cLogP,nHeteroAtoms,RingCount,nRotatableBonds,nAromaticBonds,nAcidicGroup,nBasicGroup,AtomicPolarizability,MolWt,TPSA,MaxTrainSimilarity,ClosestTrainSmiles,ClosestTrainIdentifier,FpClusterId,PhysChemClusterId
Z5282103246,,,C#CCCC1(CCNC(=O)c2cc(C3CCOC3)[nH]n2)N=N1,0,2.0,5.0,1.61,7.0,3.0,7.0,5.0,0.0,0.0,46.17,301.35,91.73,0.53,C#CCCC1(CCNC(=O)c2ccnc(OC3CCOC3)c2)N=N1,C142,5.0,13.0
Z5282103271,,,C#CCCC1(CCNC(=O)COc2cccc(-n3cnnc3)c2)N=N1,0,1.0,7.0,1.73,8.0,3.0,9.0,11.0,0.0,0.0,50.13,338.37,93.76,0.62,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,C201,8.0,10.0
Z5282103347,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)N=N1,0,2.0,7.0,0.78,10.0,4.0,7.0,6.0,0.0,0.0,59.14,421.41,137.37,0.49,C#CCCC1(CCNC(=O)c2ccc(-c3noc(=O)[nH]3)cc2)N=N1,C406,12.0,3.0
Z5282103413,,,C#CCCC1(CCNC(=O)c2cccc(N3C(=O)CNC3=O)c2F)N=N1,0,2.0,5.0,1.58,9.0,3.0,7.0,6.0,0.0,0.0,49.05,357.35,103.23,0.50,C#CCCC1(CCNC(=O)c2n[nH]c3c(F)cccc3c2=O)N=N1,C315,5.0,13.0
Z5282103523,PC-V030-F,ubiquitin-like,C#CCCC1(CCNC(=O)c2ccc3c(c2)S(=O)(=O)NC3)N=N1,0,2.0,5.0,1.17,8.0,3.0,6.0,6.0,0.0,0.0,46.77,332.39,99.99,0.56,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,3.0
Z5282103529,,,C#CCCC1(CCNC(=O)CCc2cnc3n2CCOC3)N=N1,0,1.0,6.0,1.43,7.0,3.0,8.0,5.0,0.0,0.0,49.27,315.38,80.87,0.51,C#CCCC1(CCC(=O)NCCS(=O)(=O)N2CCOCC2)N=N1,C253,8.0,13.0
Z5282103566,,,C#CCCC1(CCNC(=O)C2CCC(n3ccnn3)CC2)N=N1,0,1.0,6.0,2.09,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,84.53,0.55,C#CCCC1(CCNC(=O)C2CCC(OC(F)(F)F)CC2)N=N1,C067,3.0,13.0
Z5282103784,,,C#CCCC1(CCNC(=O)C2CCC(c3cc[nH]n3)O2)N=N1,0,2.0,5.0,1.71,7.0,3.0,7.0,5.0,0.0,0.0,46.17,301.35,91.73,0.57,C#CCCC1(CCNC(=O)[C@H]2CC[C@@H](CN(C)C)O2)N=N1,C079,3.0,13.0
Z5282103984,,,C#CCCC1(CCNC(=O)c2ccccc2OCC(=O)Nc2ccccc2F)N=N1,0,2.0,5.0,3.54,8.0,3.0,10.0,12.0,0.0,0.0,60.09,408.43,92.15,0.62,C#CCCC1(CCNC(=O)c2ccccc2NC(=O)CC#N)N=N1,C272,5.0,8.0
Z5282103990,,,C#CCCC1(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NCCc3ccccn3)c2)N=N1,0,2.0,7.0,2.31,10.0,3.0,12.0,12.0,0.0,0.0,67.0,455.54,122.11,0.47,C#CCCC1(CCNC(=O)c2nnc(-c3ccccc3OC)[nH]2)N=N1,C313,12.0,8.0
Z5282104013,,,C#CCCC1(CCNC(=O)Cc2ccc(OC)c(S(=O)(=O)N3CCOCC3)c2)N=N1,0,1.0,7.0,1.34,10.0,3.0,10.0,6.0,0.0,0.0,63.85,434.52,109.66,0.50,C#CCCC1(CCC(=O)NCCS(=O)(=O)N2CCOCC2)N=N1,C253,8.0,7.0
Z5282104157,,,C#CCCC1(CCNC(=O)c2ccc(OCC(=O)N3CCCCC3)c(OCC)c2)N=N1,0,1.0,6.0,3.17,8.0,3.0,11.0,6.0,0.0,0.0,68.09,426.52,92.59,0.49,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,2.0
Z5282104944,,,C#CCCC1(CCNC(=O)c2cnn(-c3ccc(=O)[nH]n3)c2C(F)(F)F)N=N1,0,2.0,7.0,1.67,12.0,3.0,7.0,11.0,0.0,0.0,48.47,393.33,117.39,0.49,C#CCCC1(CCNC(=O)c2n[nH]c(C(F)(F)F)c2C(C)C)N=N1,C100,5.0,10.0
Z5282105145,,,C#CCCC1(CCNC(=O)Cc2cc(F)c(OC)c(S(N)(=O)=O)c2)N=N1,0,2.0,6.0,1.11,10.0,2.0,9.0,6.0,0.0,0.0,51.89,382.42,123.21,0.55,C#CCCC1(CCNC(=O)Cc2cc(S(N)(=O)=O)cn2C)N=N1,C136,8.0,3.0
Z5282106734,,,C#CCCC1(CCNC(=O)c2cccc3c2C(=O)NC3=O)N=N1,0,2.0,5.0,1.27,7.0,3.0,6.0,6.0,0.0,0.0,44.3,310.31,99.99,0.58,C#CCCC1(CCNC(=O)c2cccc3c2C(C)(C)C(C)=N3)N=N1,C373,5.0,13.0
Z5282107311,,,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)Nc3ccccc3)ccc2Cl)N=N1,0,2.0,5.0,3.84,9.0,3.0,9.0,12.0,0.0,0.0,59.76,430.92,99.99,0.53,C#CCCC1(CCNC(=O)CS(=O)(=O)c2ccccc2Cl)N=N1,C260,5.0,8.0
Z5282107422,,,C#CCCC1(CCNC(=O)C2CCNc3c2nnn3C)N=N1,0,2.0,7.0,0.80,8.0,3.0,6.0,5.0,0.0,0.0,45.81,301.35,96.56,0.51,C#CCCC1(CCNC(=O)C2CCc3nnn(C4CCCC4)c3C2)N=N1,C006,3.0,3.0
Z5282108178,,,C#CCCC1(CCNC(=O)c2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)N=N1,0,2.0,6.0,1.14,9.0,4.0,7.0,6.0,0.0,0.0,59.67,407.43,120.3,0.48,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N3CCNC(=O)C3)c2)N=N1,C084,12.0,3.0
Z5282109003,,,C#CCCC1(CCNC(=O)C2CC3CC2C2(C3)NC(=O)NC2=O)N=N1,0,3.0,5.0,0.69,8.0,4.0,6.0,0.0,0.0,0.0,51.83,343.39,112.02,0.51,C#CCCC1(CCNC(=O)C2CCC3NC(=O)C(C)(C)C3C2)N=N1,C103,3.0,11.0
Z5282109155,,,C#CCCC1(CCNC(=O)c2n[nH]c3c2CC(F)(F)CC3)N=N1,0,2.0,4.0,2.23,8.0,3.0,6.0,5.0,0.0,0.0,45.15,321.33,82.5,0.59,C#CCCC1(CCNC(=O)c2n[nH]c(C(F)(F)F)c2C(C)C)N=N1,C100,5.0,13.0
Z5282109161,,,C#CCCC1(CCNC(=O)c2nnc(Cc3ccccc3)o2)N=N1,0,1.0,6.0,2.36,7.0,3.0,8.0,11.0,0.0,0.0,48.36,323.36,92.74,0.62,C#CCCC1(CCNC(=O)c2ccc(Cc3ccccc3)[nH]2)N=N1,C112,5.0,6.0
Z5282109210,,,C#CCCC1(CCNC(=O)c2ccc(-c3ccccc3)nn2)N=N1,0,1.0,5.0,2.84,6.0,3.0,7.0,12.0,0.0,0.0,49.32,319.37,79.6,0.58,C#CCCC1(CCNC(=O)c2cnc(Oc3ccccc3)cn2)N=N1,C187,5.0,6.0
Z5282109365,,,C#CCCC1(CCNC(=O)c2ccccc2-n2nccn2)N=N1,0,1.0,6.0,1.96,7.0,3.0,7.0,11.0,0.0,0.0,46.23,308.35,84.53,0.58,C#CCCC1(CCNC(=O)c2ccnc3nccnc23)N=N1,C027,5.0,6.0
Z5282109366,,,C#CCCC1(CCNC(=O)C2CC2OCc2ccc(OC)cc2)N=N1,0,1.0,5.0,2.68,6.0,3.0,10.0,6.0,0.0,0.0,54.48,341.41,72.28,0.57,C#CCCC1(CCNC(=O)C2COc3ccc(OC)cc3C2)N=N1,C229,3.0,4.0
Z5282109483,,,C#CCCC1(CCNC(=O)Cc2ccnn2C2CCOCC2)N=N1,0,1.0,6.0,1.86,7.0,3.0,8.0,5.0,0.0,0.0,52.36,329.4,80.87,0.50,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,13.0
Z5282109629,PC-V045-F,ubiquitin-protease,C#CCCC1(CCNC(=O)c2n[nH]c3c2CS(=O)(=O)CC3)N=N1,0,2.0,6.0,0.58,9.0,3.0,6.0,5.0,0.0,0.0,46.78,335.39,116.64,0.60,C#CCCC1(CCNC(=O)c2c3c(nn2C)CCS(=O)(=O)C3)N=N1,C394,5.0,3.0
Z5282109641,,,C#CCCC1(CCNC(=O)c2nc3c(s2)CN(C)CC3)N=N1,1,1.0,6.0,1.83,7.0,3.0,6.0,5.0,0.0,1.0,48.27,317.42,69.95,0.50,C#CCCC1(CCNC(=O)c2nc(C3CCN(C)CC3)n[nH]2)N=N1,C318,5.0,13.0
Z5282109753,,,C#CCCC1(CCNC(=O)c2ccc(C3CCCO3)nn2)N=N1,0,1.0,6.0,2.02,7.0,3.0,7.0,6.0,0.0,0.0,47.93,313.36,88.83,0.49,C#CCCC1(CCNC(=O)c2cnc3n2C(C)CCC3)N=N1,C212,5.0,13.0
Z5282110032,,,C#CCCC1(CCNC(=O)c2coc(CCOCC)n2)N=N1,0,1.0,6.0,1.95,7.0,2.0,10.0,5.0,0.0,0.0,46.54,304.35,89.08,0.51,C#CCCC1(CCNC(=O)c2c[nH]c(C(C)(C)C)n2)N=N1,C400,5.0,13.0
Z5282110190,,,C#CCCC1(CCNC(=O)COc2cccc3c2CNC3=O)N=N1,0,2.0,5.0,1.39,7.0,3.0,8.0,6.0,0.0,0.0,48.73,326.36,92.15,0.54,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,C201,8.0,13.0
Z5282110675,,,C#CCCC1(CCNC(=O)c2ccc(OC)c(S(=O)(=O)NC3CCCC3)c2)N=N1,0,2.0,6.0,2.61,9.0,3.0,10.0,6.0,0.0,0.0,63.04,418.52,109.22,0.50,C#CCCC1(CCNC(=O)c2ccc(C3(OC)COC3)cc2)N=N1,C215,12.0,7.0
Z5282111024,,,C#CCCC1(CCNC(=O)CCn2c(=O)oc3cc(S(=O)(=O)N4CCCC4)ccc32)N=N1,0,1.0,8.0,1.85,11.0,4.0,10.0,10.0,0.0,0.0,66.04,459.53,126.34,0.49,C#CCCC1(CCNC(=O)CCn2c(C)c(C)sc2=O)N=N1,C111,8.0,10.0
Z5282111100,,,C#CCCC1(CCNC(=O)CCc2c(C)nc(N3CCOCC3)[nH]c2=O)N=N1,0,2.0,7.0,0.93,9.0,3.0,9.0,6.0,0.0,0.0,59.78,386.46,112.04,0.49,C#CCCC1(CCC(=O)NCCS(=O)(=O)N2CCOCC2)N=N1,C253,8.0,3.0
Z5282111634,,,C#CCCC1(CCNC(=O)CNC(=O)C2c3ccccc3C(=O)N2Cc2ccccc2)N=N1,0,2.0,5.0,2.58,8.0,4.0,10.0,12.0,0.0,0.0,68.58,443.51,103.23,0.51,C#CCCC1(CCNC(=O)C2C[S+]([O-])C3c4ccccc4C(=O)N23)N=N1,C046,8.0,8.0
Z5282113018,,,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)N3CCN(C)CC3)ccc2OCC)N=N1,1,1.0,7.0,1.72,10.0,3.0,10.0,6.0,0.0,1.0,67.9,447.56,103.67,0.51,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)CC)c[nH]c2=O)N=N1,C335,5.0,7.0
Z5282113428,,,C#CCCC1(CCNC(=O)C2CC(O)CN2c2ccncn2)N=N1,0,2.0,7.0,0.50,8.0,3.0,7.0,6.0,0.0,0.0,49.7,328.38,103.07,0.49,C#CCCC1(CCNC(=O)C2CN3CCCN2CC3)N=N1,C221,3.0,3.0
Z5282116022,,,C#CCCC1(CCNC(=O)c2cnn3c2OCCCC3)N=N1,0,1.0,6.0,1.75,7.0,3.0,6.0,5.0,0.0,0.0,46.17,301.35,80.87,0.49,C#CCCC1(CCNC(=O)c2cc3c(cc2Cl)NC(=O)C3)N=N1,C102,5.0,13.0
Z5282116069,,,C#CCCC1(CCNC(=O)c2nnn3c2CCCCC3)N=N1,0,1.0,6.0,1.70,7.0,3.0,6.0,5.0,0.0,0.0,47.14,300.37,84.53,0.52,C#CCCC1(CCNC(=O)c2c(C(F)(F)F)nc3n2CCCC3)N=N1,C205,5.0,13.0
Z5282116111,,,C#CCCC1(CCNC(=O)c2cc3c(OC)cc(OC)nc3[nH]2)N=N1,0,2.0,6.0,2.28,8.0,3.0,8.0,10.0,0.0,0.0,50.5,341.37,100.96,0.54,C#CCCC1(CCNC(=O)c2nnc(-c3ccccc3OC)[nH]2)N=N1,C313,5.0,6.0
Z5282116174,,,C#CCCC1(CCNC(=O)Cc2c(C)nc3ccccn23)N=N1,0,1.0,5.0,2.27,6.0,3.0,7.0,10.0,0.0,0.0,48.89,309.37,71.12,0.59,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,6.0
Z5282116240,,,C#CCCC1(CCNC(=O)C2CCCc3cn(C(C)C)nc32)N=N1,0,1.0,5.0,2.97,6.0,3.0,7.0,5.0,0.0,0.0,54.65,327.43,71.64,0.59,C#CCCC1(CCNC(=O)C2CCCc3cc(C#N)ccc32)N=N1,C147,3.0,4.0
Z5282116433,,,C#CCCC1(CCNC(=O)CC2CCCCC23NC(=O)NC3=O)N=N1,0,3.0,5.0,1.23,8.0,3.0,7.0,0.0,0.0,0.0,53.16,345.4,112.02,0.48,C#CCCC1(CCNC(=O)CC2CCCC(C(F)(F)F)C2)N=N1,C107,8.0,11.0
Z5282116437,,,C#CCCC1(CCNC(=O)C2CCc3nc(C)sc3C2)N=N1,0,1.0,5.0,2.64,6.0,3.0,6.0,5.0,0.0,0.0,49.6,316.43,66.71,0.58,C#CCCC1(CCNC(=O)C2CCc3nnn(C4CCCC4)c3C2)N=N1,C006,3.0,4.0
Z5282116531,,,C#CCCC1(CCNC(=O)c2cc(S(=O)(=O)Nc3cccc(C)c3)ccc2C)N=N1,0,2.0,5.0,3.80,8.0,3.0,9.0,12.0,0.0,0.0,64.43,424.53,99.99,0.54,C#CCCC1(CCNC(=O)c2cccc3c2C(C)(C)C(C)=N3)N=N1,C373,5.0,8.0
Z5282116572,,,C#CCCC1(CCNC(=O)c2ccc(OCC(=O)Nc3cccc(OC)c3)cc2)N=N1,0,2.0,6.0,3.41,8.0,3.0,11.0,12.0,0.0,0.0,64.09,420.47,101.38,0.51,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,C201,12.0,8.0
Z5282116901,,,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)Nc3cc(C)on3)c2)N=N1,0,2.0,7.0,2.48,10.0,3.0,9.0,11.0,0.0,0.0,55.96,401.45,126.02,0.55,C#CCCC1(CCNC(=O)c2cccc(S(=O)(=O)N3CCNC(=O)C3)c2)N=N1,C084,12.0,8.0
Z5282117679,,,C#CCCC1(CCNC(=O)C2(Nc3ccccc3)CCN(C(=O)OC(C)(C)C)CC2)N=N1,0,2.0,6.0,3.95,8.0,3.0,8.0,6.0,0.0,0.0,72.15,439.56,95.39,0.48,C#CCCC1(CCNC(=O)C2(c3ccccc3C#N)CCC2)N=N1,C011,8.0,2.0
Z5282119789,,,C#CCCC1(CCNC(=O)Cn2c(CNC(=O)OC(C)(C)C)nc3ccccc32)N=N1,0,2.0,7.0,3.14,9.0,3.0,9.0,10.0,0.0,0.0,66.4,424.51,109.97,0.54,C#CCCC1(CCNC(=O)Cn2c(C)nc3cc(F)c(F)cc32)N=N1,C367,8.0,8.0
Z5282119823,,,C#CCCC1(CCNC(=O)Cn2nc(C)c3c(C(F)(F)F)cc(C(C)C)nc32)N=N1,0,1.0,6.0,3.96,10.0,3.0,8.0,10.0,0.0,0.0,59.61,420.44,84.53,0.49,C#CCCC1(CCNC(=O)Cc2c(C(F)(F)F)coc2C)N=N1,C010,8.0,1.0
Z5282120556,PC-V5335-F,non-promiscuity,C#CCCC1(CCNC(=O)c2cn(C3COCC3CNC(=O)OC(C)(C)C)nn2)N=N1,0,2.0,9.0,1.69,11.0,3.0,9.0,5.0,0.0,0.0,65.44,431.5,132.09,0.59,C#CCCC1(CCC(=O)NC[C@@H]2COC[C@H]2n2cc(CO)nn2)N=N1,C057,5.0,7.0
Z5282120627,,,C#CCCC1(CCNC(=O)Cc2nnc3n2CCOC3)N=N1,0,1.0,7.0,0.43,8.0,3.0,7.0,5.0,0.0,0.0,44.85,302.34,93.76,0.49,C#CCCC1(CCC(=O)NCCS(=O)(=O)N2CCOCC2)N=N1,C253,8.0,3.0
Z5282122385,,,C#CCCC1(CCNC(=O)c2ccc(OC)c3cnccc23)N=N1,0,1.0,5.0,2.94,6.0,3.0,7.0,11.0,0.0,0.0,49.69,322.37,75.94,0.52,C#CCCC1(CCNC(=O)c2ccnc3nccnc23)N=N1,C027,5.0,6.0
Z5282122741,,,C#CCCC1(CCNC(=O)C2CCc3nnn(C)c3N2)N=N1,0,2.0,7.0,0.62,8.0,3.0,6.0,5.0,0.0,0.0,45.81,301.35,96.56,0.62,C#CCCC1(CCNC(=O)C2CCc3nnn(C4CCCC4)c3C2)N=N1,C006,3.0,3.0
Z5282122839,,,C#CCCC1(CCNC(=O)c2c[nH]c3cccc(C(=O)OC)c23)N=N1,0,2.0,5.0,2.65,7.0,3.0,7.0,10.0,0.0,0.0,50.49,338.37,95.91,0.60,C#CCCC1(CCNC(=O)c2cccc3c2C(C)(C)C(C)=N3)N=N1,C373,5.0,6.0
Z5282123033,,,C#CCCC1(CCNC(=O)c2c3n(c(=O)[nH]c2=O)CCC3)N=N1,0,2.0,6.0,0.18,8.0,3.0,6.0,6.0,0.0,0.0,45.64,315.33,108.68,0.53,C#CCCC1(CCNC(=O)c2c(C(F)(F)F)nc3n2CCCC3)N=N1,C205,5.0,3.0
Z5282123050,,,C#CCCC1(CCNC(=O)C2CCCCC2c2nc[nH]n2)N=N1,0,2.0,5.0,2.16,7.0,3.0,7.0,5.0,0.0,0.0,50.23,314.39,95.39,0.49,C#CCCC1(CCNC(=O)C2C3CCC2(c2cncs2)C3)N=N1,C222,3.0,13.0
Z5282123178,,,C#CCCC1(CCNC(=O)C2CCn3c(nnc3C(F)(F)F)C2)N=N1,0,1.0,6.0,1.94,10.0,3.0,6.0,5.0,0.0,0.0,46.81,354.34,84.53,0.56,C#CCCC1(CCNC(=O)C2CCC(OC(F)(F)F)CC2)N=N1,C067,3.0,13.0
Z5282124062,,,C#CCCC1(CCNC(=O)CCc2nc3cc(S(=O)(=O)N(C)C)ccc3n2C)N=N1,0,1.0,7.0,1.84,10.0,3.0,10.0,10.0,0.0,0.0,64.44,430.53,109.02,0.48,C#CCCC1(CCNC(=O)Cn2c(C)nc3cc(F)c(F)cc32)N=N1,C367,8.0,10.0
Z5282124520,,,C#CCCC1(CCNC(=O)Cn2nnc(COc3ccccc3)n2)N=N1,0,1.0,8.0,1.33,9.0,3.0,10.0,11.0,2.0,0.0,51.89,353.39,106.65,0.51,C#CCCC1(CCNC(=O)c2cnc(Oc3ccccc3)cn2)N=N1,C187,8.0,10.0
Z5282124554,PC-V4849-F,non-promiscuity,C#CCCC1(CCNC(=O)CCCn2cnc3c2c(=O)n(C)c(=O)n3C)N=N1,0,1.0,9.0,0.30,10.0,3.0,9.0,10.0,0.0,0.0,57.12,385.43,115.64,0.49,C#CCCC1(CCC(=O)NC(C)Cn2cnc3c(cnn3C)c2=O)N=N1,C395,8.0,10.0
Z5282124748,,,C#CCCC1(CCNC(=O)c2cc(C)n(Cc3ccc(S(N)(=O)=O)cc3)c2C)N=N1,0,2.0,6.0,2.50,9.0,3.0,9.0,11.0,0.0,0.0,64.44,427.53,118.91,0.57,C#CCCC1(CCNC(=O)c2cc(C)n(-c3ncccn3)c2C)N=N1,C320,5.0,8.0
Z5282129676,,,C#CCCC1(CCNC(=O)C2(NC(=O)OC(C)(C)C)CCc3c(OC)cccc32)N=N1,0,2.0,6.0,3.44,8.0,3.0,8.0,6.0,0.0,0.0,68.09,426.52,101.38,0.47,C#CCCC1(CCNC(=O)C2(c3ccccc3C#N)CCC2)N=N1,C011,8.0,2.0
Z5282131441,,,C#CCCC1(CCNC(=O)COc2ncnc3ccccc23)N=N1,0,1.0,6.0,2.09,7.0,3.0,8.0,11.0,0.0,0.0,48.36,323.36,88.83,0.56,C#CCCC1(CCNC(=O)COc2ccc3c(c2)CCCC3)N=N1,C201,8.0,6.0
Z5282131507,,,C#CCCC1(CCNC(=O)CCc2cccc3oc(C)nc23)N=N1,0,1.0,5.0,3.15,6.0,3.0,8.0,10.0,0.0,0.0,51.02,324.38,79.85,0.59,C#CCCC1(CCNC(=O)CCc2c[nH]c3cccc(C)c23)N=N1,C169,8.0,1.0
Z5282131518,,,C#CCCC1(CCNC(=O)C2CCC(=O)N(CC)C2c2ccncc2)N=N1,0,1.0,5.0,2.46,7.0,3.0,8.0,6.0,0.0,0.0,58.97,367.45,87.02,0.48,C#CCCC1(CCNC(=O)C2CCN(c3ccc(C)cc3)C2=O)N=N1,C408,3.0,7.0
Z5282131610,,,C#CCCC1(CCNC(=O)c2cnn(C3CCOC3)n2)N=N1,0,1.0,7.0,0.93,8.0,3.0,7.0,5.0,0.0,0.0,44.85,302.34,93.76,0.51,C#CCCC1(CCNC(=O)c2ccnc(OC3CCOC3)c2)N=N1,C142,5.0,3.0
Z5282131630,,,C#CCCC1(CCNC(=O)C2CCc3c(ncn3C)C2)N=N1,0,1.0,5.0,1.61,6.0,3.0,6.0,5.0,0.0,0.0,48.46,299.38,71.64,0.59,C#CCCC1(CCNC(=O)C2CCc3nnn(C4CCCC4)c3C2)N=N1,C006,3.0,13.0
Z5282131635,,,C#CCCC1(CCNC(=O)c2cc3sc(C)nc3[nH]2)N=N1,0,2.0,5.0,2.63,7.0,3.0,6.0,9.0,0.0,0.0,43.84,301.38,82.5,0.52,C#CCCC1(CCNC(=O)Cc2nc(C(C)C)c(C)s2)N=N1,C299,5.0,6.0
Z5282131683,,,C#CCCC1(CCNC(=O)c2ccc(NS(C)(=O)=O)cn2)N=N1,0,2.0,6.0,1.15,9.0,2.0,8.0,6.0,0.0,0.0,46.78,335.39,112.88,0.61,C#CCCC1(CCNC(=O)c2sccc2NS(C)(=O)=O)N=N1,C021,5.0,3.0
Z5282131747,PC-V041-F,ubiquitin-protease,C#CCCC1(CCNC(=O)C2Cc3nn(C)cc3C(=O)N2)N=N1,0,2.0,6.0,0.16,8.0,3.0,6.0,5.0,0.0,0.0,46.61,314.35,100.74,0.49,C#CCCC1(CCNC(=O)C2CCC3CC(=O)NC3C2)N=N1,C190,3.0,3.0
Z5282131754,,,C#CCCC1(CCNC(=O)CCn2[nH]c(=O)c3c2CCCC3)N=N1,0,2.0,5.0,1.53,7.0,3.0,8.0,5.0,0.0,0.0,52.36,329.4,91.61,0.55,C#CCCC1(CCNC(=O)Cn2nc(C(F)F)c3c2CCC3)N=N1,C064,8.0,13.0
Z5282131764,,,C#CCCC1(CCNC(=O)CCc2cnc3n2CCCCC3)N=N1,0,1.0,5.0,2.62,6.0,3.0,8.0,5.0,0.0,0.0,54.65,327.43,71.64,0.54,C#CCCC1(CCC(=O)NCCc2cn3c(n2)CCC3)N=N1,C014,8.0,4.0
Z5282131847,,,C#CCCC1(CCNC(=O)Cn2nc(C3CC3)cc2C#C)N=N1,0,1.0,5.0,1.82,6.0,3.0,8.0,5.0,0.0,0.0,48.89,309.37,71.64,0.52,C#CCCC1(CCNC(=O)Cn2nc(C(F)F)c3c2CCC3)N=N1,C064,8.0,13.0
Z5282131903,,,C#CCCC1(CCNC(=O)CC(NC(=O)OC(C)(C)C)c2ccc(C)c(C)c2)N=N1,0,2.0,5.0,4.34,7.0,2.0,9.0,6.0,0.0,0.0,68.62,412.53,92.15,0.52,C#CCCC1(CCNC(=O)CC(C)c2ccncc2)N=N1,C370,8.0,2.0
Z5282136606,,,C#CCCC1(CC(=O)N[C@H](CC(C)C)C(=O)OC(C)(C)C)N=N1,0,1.0,5.0,2.82,6.0,1.0,8.0,0.0,0.0,0.0,53.63,321.42,80.12,0.44,C#CCCC1(CCC(=O)NC(CC(C)C)c2nc[nH]n2)N=N1,C038,4.0,0.0
Z5282138116,,,C#CCCC1(CC(=O)NCCc2ccccc2Br)N=N1,0,1.0,3.0,3.07,5.0,2.0,7.0,6.0,0.0,0.0,44.22,334.22,53.82,0.50,C#CCCC1(CCNC(=O)Cc2ccc(-n3cccc3)cc2)N=N1,C072,8.0,9.0
Z5282139380,,,C#CCCC1(CC(=O)Nc2cnc3c(F)cccc3c2)N=N1,0,1.0,4.0,3.28,6.0,3.0,5.0,11.0,0.0,0.0,42.59,296.31,66.71,0.48,C#CCCC1(CCC(=O)Nc2ccc(C(F)F)nc2)N=N1,C258,10.0,1.0
Z5282140512,,,C#CCCC1(CC(=O)Nc2ccc3c(c2)CCN3C(C)=O)N=N1,0,1.0,4.0,2.50,6.0,3.0,5.0,6.0,0.0,0.0,47.93,310.36,74.13,0.49,C#CCCC1(CCC(=O)Nc2ccc3c(c2)CN(c2ccccc2)C3)N=N1,C207,10.0,4.0
Z5282143545,,,C#CCCC1(CC(=O)N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)N=N1,0,0.0,6.0,1.67,8.0,4.0,5.0,6.0,0.0,0.0,54.38,368.39,83.8,0.48,C#CCCC1(CCNC(=O)C(C)Cc2ccc3c(c2)OCO3)N=N1,C405,7.0,13.0
Z5282145780,,,C#CCCC1(CC(=O)Nc2cscc2C)N=N1,0,1.0,4.0,2.96,5.0,2.0,5.0,5.0,0.0,0.0,36.79,247.32,53.82,0.48,C#CCCC1(CCC(=O)Nc2cc(S(=O)(=O)N(CC)CC)cc(C)c2C)N=N1,C082,2.0,4.0
Z5282147037,,,C#CCCC1(CC(=O)NCc2cc(Br)ccc2F)N=N1,0,1.0,3.0,3.17,6.0,2.0,6.0,6.0,0.0,0.0,41.02,338.18,53.82,0.44,C#CCCC1(CCC(=O)NCc2ccccc2S(=O)(=O)NC)N=N1,C032,6.0,9.0
Z5282164030,,,C#CCCC1(CC(=O)N2CCN(c3cccc4sccc34)CC2)N=N1,0,0.0,5.0,3.52,6.0,4.0,5.0,10.0,0.0,0.0,54.88,352.46,48.27,0.47,C#CCCC1(CCC(=O)N2CCC(N3CCN(c4ccccc4Cl)CC3)CC2)N=N1,C186,7.0,1.0
Z5282177625,,,C#CCCC1(CC(=O)N[C@@H](CCc2ccccc2)C(=O)OCC)N=N1,0,1.0,5.0,2.63,6.0,2.0,10.0,6.0,0.0,0.0,54.48,341.41,80.12,0.44,C#CCCC1(CCC(=O)NC(C(N)=O)c2ccc3ccccc3c2)N=N1,C196,4.0,4.0
Z5282180484,,,C#CCCC1(CC(=O)NCc2cccc(F)c2Cl)N=N1,0,1.0,3.0,3.06,6.0,2.0,6.0,6.0,0.0,0.0,40.15,293.73,53.82,0.50,C#CCCC1(CCC(=O)NCc2cccc3nsnc23)N=N1,C380,6.0,4.0
Z5282186430,,,C#CCCC1(CC(=O)N2CCN(S(=O)(=O)c3cc(Cl)ccc3OC)CC2)N=N1,0,0.0,6.0,2.15,10.0,3.0,7.0,6.0,0.0,0.0,58.37,424.91,91.64,0.48,C#CCCC1(CCNC(=O)C2CN(C(=O)Nc3cc(Cl)ccc3OC)C2)N=N1,C322,7.0,7.0
