catalog_id,smiles
Z3026367349,C#CCCC1(CCC(=O)NCc2ccc(N3CC(C)OC(C)C3)nc2)N=N1
Z3026367350,C#CCCC1(CCC(=O)N2CCN(c3ccc(C(C)=O)cc3F)CC2)N=N1
Z3026367351,C#CCCC1(CCC(=O)N2CCN(c3cc(OC)cc(OC)c3)CC2)N=N1
Z3026367352,C#CCCC1(CCC(=O)NCCN2CCN(c3ccc(F)cc3)CC2)N=N1
Z3026367354,C#CCCC1(CCC(=O)NCC(c2ccc(F)cc2)N2CCOCC2)N=N1
Z3026367357,C#CCCC1(CCC(=O)NCC(c2ccccc2Cl)N2CCCC2)N=N1
Z3026367358,C#CCCC1(CCC(=O)Nc2ccc(N3CCN(C)CC3)c(Cl)c2)N=N1
Z3026367360,C#CCCC1(CCC(=O)N2CCN(Cc3ccc(F)cc3Cl)CC2)N=N1
Z3033499370,C#CCCC1(CCC(=O)NC2(C(=O)OCC)CCc3ccccc32)N=N1
Z3033500374,C#CCCC1(CCC(=O)N2Cc3ccccc3C(C(=O)OC(C)(C)C)C2)N=N1
Z3033500552,C#CCCC1(CCC(=O)N2Cc3ccccc3C(C(=O)OC)C2)N=N1
Z3033500615,C#CCCC1(CCC(=O)N2C3CCC2CN(C)CC3)N=N1
Z3033500636,C#CCCC1(CCC(=O)N2CCOc3ccccc3C2C(=O)OC)N=N1
Z3038748602,C#CCCC1(CCC(=O)N(CCOC)CC(=O)O)N=N1
Z3038748605,C#CCCC1(CCC(=O)Nc2ccccc2CC(=O)O)N=N1
Z3038748608,C#CCCC1(CCC(=O)N2CCCC2C(=O)O)N=N1
Z3038748609,C#CCCC1(CCC(=O)NC(CC(=O)O)c2ccccc2)N=N1
Z3038748613,C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)c(C)c2)N=N1
Z3038748617,C#CCCC1(CCC(=O)N2CCCCC2C(=O)O)N=N1
Z3038748619,C#CCCC1(CCC(=O)N2C(C(=O)O)CC3CCCCC32)N=N1
Z3038748620,C#CCCC1(CCC(=O)NC2CC(N(CC(=O)O)CC3CC3)C2)N=N1
Z3038748621,C#CCCC1(CCC(=O)NC2CC(N(CC)CC(=O)O)C2)N=N1
Z3038748623,C#CCCC1(CCC(=O)N2CCC(N(CC)CC(=O)O)CC2)N=N1
Z3038748624,C#CCCC1(CCC(=O)N2CCC(C)(NCC(=O)O)C2)N=N1
Z3038748625,C#CCCC1(CCC(=O)N2CCCC(N(C)CC(=O)O)CC2)N=N1
Z3038748626,C#CCCC1(CCC(=O)N2CCCC(N(CC(=O)O)C(C)=O)CC2)N=N1
Z3038748627,C#CCCC1(CCC(=O)N2CCOC(CN(C)CC(=O)O)C2)N=N1
Z3038748628,C#CCCC1(CCC(=O)N2CCOC(CN(CC(=O)O)C(C)=O)C2)N=N1
Z3038748630,C#CCCC1(CCC(=O)N(CC(=O)O)C2CCN(C(=O)NCC)CC2)N=N1
Z3038748632,C#CCCC1(CCC(=O)N2CCC(c3ccccc3C(=O)O)CC2)N=N1
Z3038748633,C#CCCC1(CCC(=O)NC2CCN(C(C(=O)O)C(C)C)C2=O)N=N1
Z3038748634,C#CCCC1(CCC(=O)N2CCCC(CC(=O)O)CC2)N=N1
Z3038748637,C#CCCC1(CCC(=O)N2CCC(C)(C(=O)O)C2)N=N1
Z3038748638,C#CCCC1(CCC(=O)N2CCOCC2C(=O)O)N=N1
Z3038748639,C#CCCC1(CCC(=O)N(CC(=O)O)C2CCOCC2)N=N1
Z3038748642,C#CCCC1(CCC(=O)N(CCC(=O)O)C2CCOCC2)N=N1
Z3038748644,C#CCCC1(CCC(=O)N2Cc3nnc(C)n3CC2C(=O)O)N=N1
Z3038748646,C#CCCC1(CCC(=O)N2C(C)CCC(C(=O)O)C2C)N=N1
Z3038748647,C#CCCC1(CCC(=O)N(C2CC2)C(C)C(=O)O)N=N1
Z3038748649,C#CCCC1(CCC(=O)N2CC(C(=O)O)CCC2C)N=N1
Z3038748650,C#CCCC1(CCC(=O)N2CCCC(C(=O)O)C2C)N=N1
Z3038748653,C#CCCC1(CCC(=O)N2Cc3nncn3CC2C(=O)O)N=N1
Z3038748654,C#CCCC1(CCC(=O)N2Cc3n[nH]c(=O)n3CC2C(=O)O)N=N1
Z3038748658,C#CCCC1(CCC(=O)N2CC(C(=O)O)C(c3ccccc3)C2)N=N1
Z3038748660,C#CCCC1(CCC(=O)NCC2(C(=O)O)CCOCC2)N=N1
Z3038748662,C#CCCC1(CCC(=O)Nc2cccc(C(=O)O)c2)N=N1
Z3038748664,C#CCCC1(CCC(=O)N2C(C)CCC2C(=O)O)N=N1
Z3038748665,C#CCCC1(CCC(=O)N2CCCCC2CC(=O)O)N=N1
Z3038748669,C#CCCC1(CCC(=O)N2CC(C(=O)O)C(C(F)F)C2)N=N1
Z3038748670,C#CCCC1(CCC(=O)N(CC(=O)O)CC2CC2)N=N1
Z3038748674,C#CCCC1(CCC(=O)NC(C)C2CC(C(=O)O)C2(C)C)N=N1
Z3038748675,C#CCCC1(CCC(=O)N(CC(=O)O)C2CCC2)N=N1
Z3038748680,C#CCCC1(CCC(=O)N2CCC(C(=O)O)C(NC(=O)C(F)(F)F)C2)N=N1
Z3038748681,C#CCCC1(CCC(=O)Nc2cnn(C(C)(C)C(=O)O)c2)N=N1
Z3038748683,C#CCCC1(CCC(=O)N2CC3COCC3(C(=O)O)C2)N=N1
Z3038748687,C#CCCC1(CCC(=O)N2CCCC(O)(C(=O)O)C2)N=N1
Z3038748691,C#CCCC1(CCC(=O)N2CCc3ccccc3C2C(=O)O)N=N1
Z3038748692,C#CCCC1(CCC(=O)N2CCSC(C(=O)O)C2)N=N1
Z3038748693,C#CCCC1(CCC(=O)NCC(C(=O)O)C2CCC2)N=N1
Z3038748696,C#CCCC1(CCC(=O)N2C[C@@H](O)C[C@H]2C(=O)O)N=N1
Z3038748698,C#CCCC1(CCC(=O)NCC(C(=O)O)C2CCOCC2)N=N1
Z3038748699,C#CCCC1(CCC(=O)NCCOCC(=O)O)N=N1
Z3038748703,C#CCCC1(CCC(=O)NC2CCCCN(CC(=O)O)C2=O)N=N1
Z3038748705,C#CCCC1(CCC(=O)N2CC(C(=O)O)CC(c3cnn(C)c3)C2)N=N1
Z3038748707,C#CCCC1(CCC(=O)N[C@@H]2CC(C(=O)O)C[C@@H]2n2cc(C(C)(C)C)nn2)N=N1
Z3038748709,C#CCCC1(CCC(=O)NC2CC(C(=O)O)C2)N=N1
Z3038748711,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)[nH]n2)N=N1
Z3038748713,C#CCCC1(CCC(=O)N2CC(C(=O)O)C3(CC(C(=O)OC)C3)C2)N=N1
Z3038748717,C#CCCC1(CCC(=O)N2C(C)CCC(C(=O)O)C2C)N=N1
Z3038748718,C#CCCC1(CCC(=O)NC2CC(C(=O)O)CC2n2cc(C3CC3)nn2)N=N1
Z3038748719,C#CCCC1(CCC(=O)N2CC(CCC(=O)O)Cc3ccccc32)N=N1
Z3038748720,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(F)cc2)N=N1
Z3038748721,C#CCCC1(CCC(=O)N2CC(C(=O)NC)CCC2C(=O)O)N=N1
Z3038748722,C#CCCC1(CCC(=O)NC2CC(C(=O)O)CC2n2ccnn2)N=N1
Z3038748725,C#CCCC1(CCC(=O)NC2(C(=O)O)CCCCC2)N=N1
Z3038748726,C#CCCC1(CCC(=O)NC2CCCC2C(=O)O)N=N1
Z3038748727,C#CCCC1(CCC(=O)NC2CCCC2C(=O)O)N=N1
Z3038748729,C#CCCC1(CCC(=O)N2CCCC(COC)(C(=O)O)C2)N=N1
Z3038748730,C#CCCC1(CCC(=O)N2CC3c4ccccc4OCC3(C(=O)O)C2)N=N1
Z3038756320,C#CCCC1(CCC(=O)NC(C(=O)O)C2CC2)N=N1
Z3038756326,C#CCCC1(CCC(=O)Nc2ccn(CC(=O)O)n2)N=N1
Z3038756328,C#CCCC1(CCC(=O)NC2(C(=O)O)CCC(CC)CC2)N=N1
Z3038756335,C#CCCC1(CCC(=O)N2CCCC2CC(=O)O)N=N1
Z3038756343,C#CCCC1(CCC(=O)N2CCC(C(=O)O)(c3ccccc3)CC2)N=N1
Z3038756347,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)ccc2OC(C)C)N=N1
Z3038756350,C#CCCC1(CCC(=O)Nc2ccccc2-n2ccc(C(=O)O)n2)N=N1
Z3038756361,C#CCCC1(CCC(=O)N2CCC(n3cccc3C(=O)O)CC2)N=N1
Z3038756362,C#CCCC1(CCC(=O)NCc2c(C(=O)O)oc3ccccc23)N=N1
Z3038756364,C#CCCC1(CCC(=O)Nc2cccc(C(=O)N3CCCCC3C(=O)O)c2)N=N1
Z3038756368,C#CCCC1(CCC(=O)N2CCC(O)(C(=O)O)CC2)N=N1
Z3038756370,C#CCCC1(CCC(=O)N2CCC(F)(C(=O)O)C2)N=N1
Z3038756372,C#CCCC1(CCC(=O)NC2(C(=O)O)CCC2)N=N1
Z3038756382,C#CCCC1(CCC(=O)N2CCCC[C@@H]2C(=O)O)N=N1
Z3038756387,C#CCCC1(CCC(=O)N(C)C2(C(=O)O)CCCCC2)N=N1
Z3038756390,C#CCCC1(CCC(=O)NCC2(C(=O)O)CCCCC2)N=N1
Z3038756393,C#CCCC1(CCC(=O)N2CCC(OCC(=O)O)CC2)N=N1
Z3038756394,C#CCCC1(CCC(=O)N2C[C@H]3COCC[C@@]3(C(=O)O)C2)N=N1
Z3038756396,C#CCCC1(CCC(=O)Nc2ccc3oc(C(=O)O)cc3c2)N=N1
Z3038756397,C#CCCC1(CCC(=O)N2CCC(Cc3occc3C(=O)O)CC2)N=N1
Z3038756400,C#CCCC1(CCC(=O)NCc2cn(CC(=O)O)nn2)N=N1
Z3038756401,C#CCCC1(CCC(=O)NC2(C(=O)O)CC(OCC)C2(C)C)N=N1
Z3038756405,C#CCCC1(CCC(=O)N2CCC[C@@H]2C(=O)O)N=N1
Z3038756409,C#CCCC1(CCC(=O)Nc2cccc(-n3ncc(C(=O)O)c3C)c2)N=N1
Z3038756415,C#CCCC1(CCC(=O)NC2(CC(=O)O)CCCOC2)N=N1
Z3038756416,C#CCCC1(CCC(=O)N2CCC(C(=O)O)(C(C)C)C2)N=N1
Z3038756422,C#CCCC1(CCC(=O)N2CCC(C(=O)O)C2C)N=N1
Z3038756425,C#CCCC1(CCC(=O)N2CCC(n3ncc(C(=O)O)c3C)CC2)N=N1
Z3038756428,C#CCCC1(CCC(=O)Nc2ccc(N3CCCCC3)c(C(=O)O)c2)N=N1
Z3038756429,C#CCCC1(CCC(=O)N2CC(C(=O)O)C(c3ccc(F)cc3F)C2)N=N1
Z3038756431,C#CCCC1(CCC(=O)N2CCC(C(=O)O)(c3ccccc3)C2)N=N1
Z3038756435,C#CCCC1(CCC(=O)NCc2nc(C(=O)O)co2)N=N1
Z3038756437,C#CCCC1(CCC(=O)NC2(CC(=O)O)CC2)N=N1
Z3038756439,C#CCCC1(CCC(=O)NC(C)(C)c2cc(C(=O)O)on2)N=N1
Z3038756440,C#CCCC1(CCC(=O)N2CC3(COC3)C(F)(C(=O)O)C2)N=N1
Z3038756441,C#CCCC1(CCC(=O)N2CC3(CCC3)C(F)(C(=O)O)C2)N=N1
Z3038756445,C#CCCC1(CCC(=O)NCc2ccoc2C(=O)O)N=N1
Z3038756446,C#CCCC1(CCC(=O)Nc2ccn(C(C)(C)C(=O)O)n2)N=N1
Z3038756448,C#CCCC1(CCC(=O)N2CCC(OC)CC2C(=O)O)N=N1
Z3038756456,C#CCCC1(CCC(=O)N2CC3(CCCC3)C2C(=O)O)N=N1
Z3038756458,C#CCCC1(CCC(=O)NC(C(=O)O)C2CCOCC2)N=N1
Z3038756464,C#CCCC1(CCC(=O)N2CC(C3CCCCC3)CC2C(=O)O)N=N1
Z3038756466,C#CCCC1(CCC(=O)NC(C(=O)O)C2CCCCC2)N=N1
Z3038756468,C#CCCC1(CCC(=O)N2CCC(n3cc(C(=O)O)nn3)C2)N=N1
Z3038756470,C#CCCC1(CCC(=O)N2CC(C(=O)O)C3(CCC3)C2)N=N1
Z3038756473,C#CCCC1(CCC(=O)N2CC(C(F)C(=O)O)C2)N=N1
Z3038756475,C#CCCC1(CCC(=O)N2CCN(C(C)CC(=O)O)CC2)N=N1
Z3038756478,C#CCCC1(CCC(=O)NC2CC=C(C(=O)O)C2)N=N1
Z3038756486,C#CCCC1(CCC(=O)N2CC(C)C(C)(C(=O)O)C2)N=N1
Z3038756487,C#CCCC1(CCC(=O)N2CC(OC)CC2(C)C(=O)O)N=N1
Z3038756495,C#CCCC1(CCC(=O)Nc2ccc(C3CC3C(=O)O)cc2)N=N1
Z3038756497,C#CCCC1(CCC(=O)NCc2cc(C)c(C(=O)O)o2)N=N1
Z3038756498,C#CCCC1(CCC(=O)Nc2c(C)nn(CCC(=O)O)c2C)N=N1
Z3038756502,C#CCCC1(CCC(=O)N2CCOC(C)(C(=O)O)C2)N=N1
Z3038756507,C#CCCC1(CCC(=O)N2c3ccccc3CC2CC(=O)O)N=N1
Z3038756510,C#CCCC1(CCC(=O)N2CC(C(=O)O)C3(CC3)C2)N=N1
Z3038756522,C#CCCC1(CCC(=O)Nc2ccc(Oc3ccnc(C(=O)O)c3)cc2)N=N1
Z3038756523,C#CCCC1(CCC(=O)N2CCC(C(F)C(=O)O)C2)N=N1
Z3038756524,C#CCCC1(CCC(=O)NC(C)(C)c2nocc2C(=O)O)N=N1
Z3038756529,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)cnc2C)N=N1
Z3038756531,C#CCCC1(CCC(=O)NC2CC(CC(=O)O)C2)N=N1
Z3038756532,C#CCCC1(CCC(=O)N2CCC3C(C2)C3C(=O)O)N=N1
Z3038756536,C#CCCC1(CCC(=O)N2CCC(C(=O)O)(C(F)(F)F)CC2)N=N1
Z3038756538,C#CCCC1(CCC(=O)Nc2ccc3cnn(CC(=O)O)c3c2)N=N1
Z3038756541,C#CCCC1(CCC(=O)Nc2ccc(N3CCOCC3)cc2C(=O)O)N=N1
Z3038756543,C#CCCC1(CCC(=O)N2CCN(C(C(=O)O)c3ccc(Cl)cc3)CC2)N=N1
Z3038756544,C#CCCC1(CCC(=O)N2CCCN(c3ccc(C(=O)O)cn3)CC2)N=N1
Z3038756547,C#CCCC1(CCC(=O)Nc2ccc(N3CCN(CC(=O)O)CC3)cc2)N=N1
Z3038756550,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)c3cc[nH]c3c2)N=N1
Z3038756551,C#CCCC1(CCC(=O)N2CCC[C@H]2C(=O)O)N=N1
Z3038756557,C#CCCC1(CCC(=O)N2CCC(Nc3cccc(C(=O)O)c3)CC2)N=N1
Z3038756558,C#CCCC1(CCC(=O)NC(C)(CC(=O)O)c2ccccn2)N=N1
Z3038756560,C#CCCC1(CCC(=O)NC(C)(CC(=O)O)c2ccncc2)N=N1
Z3038756561,C#CCCC1(CCC(=O)N2CCCC(O)C2C(=O)O)N=N1
Z3038756563,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccn(C)n2)N=N1
Z3038756564,C#CCCC1(CCC(=O)N2CCc3[nH]nc(C(=O)O)c3C2)N=N1
Z3038756572,C#CCCC1(CCC(=O)NC2CCCn3nc(C(=O)O)cc32)N=N1
Z3038756573,C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)nc2C)N=N1
Z3038756575,C#CCCC1(CCC(=O)NC(C)(Cn2cccn2)C(=O)O)N=N1
Z3038756576,C#CCCC1(CCC(=O)NCC(CC2CCCC2)C(=O)O)N=N1
Z3038756583,C#CCCC1(CCC(=O)N2Cc3cc(C(=O)O)nn3CC2C)N=N1
Z3038756584,C#CCCC1(CCC(=O)NC2CCC3(CC2)CC3C(=O)O)N=N1
Z3038756586,C#CCCC1(CCC(=O)NCC2(CC(=O)O)CCCC2)N=N1
Z3038756587,C#CCCC1(CCC(=O)NCc2cc(C(=O)O)oc2C)N=N1
Z3038756589,C#CCCC1(CCC(=O)NC(CC(=O)O)C2CCOCC2)N=N1
Z3038756590,C#CCCC1(CCC(=O)N2CCC[C@]2(C)C(=O)O)N=N1
Z3038756597,C#CCCC1(CCC(=O)N2CC(C(=O)O)C2)N=N1
Z3038756599,C#CCCC1(CCC(=O)N2CC(C(=O)O)C3(CCOCC3)C2)N=N1
Z3038756600,C#CCCC1(CCC(=O)N2CCC[C@@]2(C)C(=O)O)N=N1
Z3038756601,C#CCCC1(CCC(=O)NC(CC(=O)O)c2ccccc2Cl)N=N1
Z3038756604,C#CCCC1(CCC(=O)N2Cc3ccccc3CC2C(=O)O)N=N1
Z3038756607,C#CCCC1(CCC(=O)NC(C(=O)O)c2cccnc2)N=N1
Z3038756612,C#CCCC1(CCC(=O)N2CC(C(=O)O)CC(c3ccccc3)C2)N=N1
Z3038761121,C#CCCC1(CCC(=O)N2CC3(CCOCC3)C3CCCC32)N=N1
Z3038761122,C#CCCC1(CCC(=O)NC2CC2c2cncn2C)N=N1
Z3038761123,C#CCCC1(CCC(=O)N2CCCC3OCCC32)N=N1
Z3038761124,C#CCCC1(CCC(=O)NC2CCOC2c2ccncc2)N=N1
Z3038761126,C#CCCC1(CCC(=O)NC2CCOC(c3cccnc3)C2)N=N1
Z3038761127,C#CCCC1(CCC(=O)NC2c3ccccc3CC2F)N=N1
Z3038761128,C#CCCC1(CCC(=O)N2CC(C)(C)OC3COCC32)N=N1
Z3038761129,C#CCCC1(CCC(=O)NC2CCC2c2ccccc2)N=N1
Z3038761131,C#CCCC1(CCC(=O)NC2CC(N3CCOCC3)C23CCC3)N=N1
Z3038761132,C#CCCC1(CCC(=O)NC2CCC(=O)N(C)C2c2nccn2C)N=N1
Z3038761133,C#CCCC1(CCC(=O)N2CC(C(N)=O)C(c3cnn(C)c3C)C2)N=N1
Z3038761134,C#CCCC1(CCC(=O)NC2CCOC2c2nccn2C)N=N1
Z3066853099,C#CCCC1(CCC(=O)NC2(c3noc(C(F)F)n3)CCC2)N=N1
Z3066853109,C#CCCC1(CCC(=O)NCCc2cn3cccc(C)c3n2)N=N1
Z3066853116,C#CCCC1(CCC(=O)NCCc2cnc3c(Cl)cnn3c2)N=N1
Z3066853231,C#CCCC1(CCC(=O)NCCCn2ccc3ccccc32)N=N1
Z3066853291,C#CCCC1(CCC(=O)Nc2cc3c(cc2OCC)CC(C)O3)N=N1
Z3066853327,C#CCCC1(CCC(=O)NC(c2nc(C3CC3)no2)C(C)C)N=N1
Z3066853348,C#CCCC1(CCC(=O)N(CC2Cc3ccccc3O2)C2CC2)N=N1
Z3066853369,C#CCCC1(CCC(=O)N2CCN(C(C)c3cccnc3)CC2)N=N1
Z3066853373,C#CCCC1(CCC(=O)NC2CCCc3nc(C)ncc32)N=N1
Z3066853383,C#CCCC1(CCC(=O)N(CC2CCCO2)C2CCC(C)CC2)N=N1
Z3066853533,C#CCCC1(CCC(=O)N(C)CC2CCn3ccnc3C2)N=N1
Z3066853540,C#CCCC1(CCC(=O)NCC(c2ccnn2C)C(C)C)N=N1
Z3066853552,C#CCCC1(CCC(=O)NCCC2Cc3ccccc3C2)N=N1
Z3066853571,C#CCCC1(CCC(=O)NCC2(CO)CC3(CCC3)C2)N=N1
Z3066853617,C#CCCC1(CCC(=O)NCc2c3c(nn2C)CCCC3)N=N1
Z3066853626,C#CCCC1(CCC(=O)NCc2oc(CCC)nc2C)N=N1
Z3066853643,C#CCCC1(CCC(=O)NC2(c3nnc4n3CCCC4)CCC2)N=N1
Z3066853686,C#CCCC1(CCC(=O)NCc2cc(C(N)=O)c3n2CCCC3)N=N1
Z3069089134,C#CCCC1(CCC(=O)N2C[C@@H](C(=O)O)[C@H](c3ccc(Cl)cc3)C2)N=N1
Z3069089138,C#CCCC1(CCC(=O)N2CC(C)C(C(=O)O)C2)N=N1
Z3069089142,C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)cc2)N=N1
Z3069089145,C#CCCC1(CCC(=O)NC(C)(C(=O)O)c2cc(F)ccc2F)N=N1
Z3069089146,C#CCCC1(CCC(=O)NC(C(=O)O)c2cc(F)ccc2F)N=N1
Z3069089147,C#CCCC1(CCC(=O)NC(C)(C(=O)O)c2ccccc2)N=N1
Z3069089148,C#CCCC1(CCC(=O)Nc2cc3ccccc3cc2C(=O)O)N=N1
Z3069089157,C#CCCC1(CCC(=O)Nc2cc(Cl)cc(C(=O)O)c2)N=N1
Z3069089159,C#CCCC1(CCC(=O)Nc2ccc(C)c(C(=O)O)c2)N=N1
Z3069089160,C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)cc2C)N=N1
Z3069089163,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(Cl)cc2)N=N1
Z3069089166,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(Cl)c(F)c2)N=N1
Z3069089170,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)c(C)cc2C)N=N1
Z3069089172,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc3ccccc3c2)N=N1
Z3069089177,C#CCCC1(CCC(=O)Nc2ccc(C(=O)O)cc2OC)N=N1
Z3069089178,C#CCCC1(CCC(=O)NC(C)(C(=O)O)c2ccc(Cl)c(Cl)c2)N=N1
Z3069089185,C#CCCC1(CCC(=O)N2CC(C(=O)O)C(C3CC3)C2)N=N1
Z3069089186,C#CCCC1(CCC(=O)Nc2ccc(Cl)c(C(=O)O)c2)N=N1
Z3069089187,C#CCCC1(CCC(=O)N2CC(C(=O)O)CC(C(F)(F)F)C2)N=N1
Z3069089188,C#CCCC1(CCC(=O)NC2CCOC2C(=O)O)N=N1
Z3069089189,C#CCCC1(CCC(=O)NCC2CCCc3ccc(C(=O)O)cc32)N=N1
Z3069089191,C#CCCC1(CCC(=O)N2CCC(C(=O)O)C(C)C2)N=N1
Z3069089194,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)ccc2C(C)C)N=N1
Z3069089196,C#CCCC1(CCC(=O)N2CC3CCCCC3(C(=O)O)C2)N=N1
Z3069089197,C#CCCC1(CCC(=O)N2CC(C)OC(C(=O)O)C2)N=N1
Z3069089198,C#CCCC1(CCC(=O)N2CCC(C(=O)O)C3CCCC32)N=N1
Z3069089202,C#CCCC1(CCC(=O)NC2CC3CC3(C(=O)O)C2)N=N1
Z3069089203,C#CCCC1(CCC(=O)NC2CCCC(C(=O)O)C2)N=N1
Z3069089209,C#CCCC1(CCC(=O)NC2CC(C(=O)O)C2(C)C)N=N1
Z3069089212,C#CCCC1(CCC(=O)NCC2CC2C(=O)O)N=N1
Z3069089214,C#CCCC1(CCC(=O)N2C[C@H]3[C@@H](C2)[C@@H]3C(=O)O)N=N1
Z3069089222,C#CCCC1(CCC(=O)N2CCC(C(=O)O)CC2C2CCCO2)N=N1
Z3069089225,C#CCCC1(CCC(=O)NC2C=CCC(C(=O)O)C2)N=N1
Z3069089226,C#CCCC1(CCC(=O)NC2CCC(CC(=O)O)C2)N=N1
Z3069089228,C#CCCC1(CCC(=O)Nc2cccc(C(=O)O)c2OC)N=N1
Z3069089229,C#CCCC1(CCC(=O)NC2CC3CC(C(=O)O)CC32)N=N1
Z3069089233,C#CCCC1(CCC(=O)N2CCCC2c2ncc(C(=O)O)cn2)N=N1
Z3069089235,C#CCCC1(CCC(=O)NC2CCCC2CC(=O)O)N=N1
Z3069089237,C#CCCC1(CCC(=O)N2CC3(CC3)c3ccccc3C2C(=O)O)N=N1
Z3069089238,C#CCCC1(CCC(=O)N2CC3CN(C)CCC3(C(=O)O)C2)N=N1
Z3069089251,C#CCCC1(CCC(=O)Nc2cc(C(=O)O)cc(F)c2C)N=N1
Z3069089276,C#CCCC1(CCC(=O)Nc2ccc(F)c(C(=O)O)c2C)N=N1
Z3069089291,C#CCCC1(CCC(=O)NC2CCN(c3cc(C(=O)O)ccn3)CC2)N=N1
Z3069089295,C#CCCC1(CCC(=O)N2CCCC2C(C)C(=O)O)N=N1
Z3069089296,C#CCCC1(CCC(=O)N2[C@H](C(=O)O)C[C@@H]3CCCC[C@@H]32)N=N1
Z3069089300,C#CCCC1(CCC(=O)NC2(C(=O)O)CCCC2(C)C)N=N1
Z3069089303,C#CCCC1(CCC(=O)Nc2cc3c(cc2CC(=O)O)OCCO3)N=N1
Z3069089305,C#CCCC1(CCC(=O)N2C(C)CCC3OC(C(=O)O)CC32)N=N1
Z3069089306,C#CCCC1(CCC(=O)NCc2ccc(Cl)c(C(=O)O)n2)N=N1
Z3069089320,C#CCCC1(CCC(=O)N2CCC(C)(C)C2C(=O)O)N=N1
Z3069089321,C#CCCC1(CCC(=O)NC2CCC3(C(=O)O)CC23)N=N1
Z3069089325,C#CCCC1(CCC(=O)NC(C)c2cc(C(=O)O)ccc2C)N=N1
Z3069089332,C#CCCC1(CCC(=O)NC(C(=O)O)C2(C)CC2)N=N1
Z3069089333,C#CCCC1(CCC(=O)NC2(C(=O)O)CCC(C)C2)N=N1
Z3069089334,C#CCCC1(CCC(=O)N2CCC(n3ccc(C(=O)O)n3)CC2)N=N1
Z3069089388,C#CCCC1(CCC(=O)Nc2cccc(C)c2C(=O)O)N=N1
Z3069089394,C#CCCC1(CCC(=O)NCc2cc(C(=O)O)c3n2CCCC3)N=N1
Z3069383592,C#CCCC1(CCC(=O)NC2(C(=O)O)CC2)N=N1
Z3069383593,C#CCCC1(CCC(=O)N[C@]2(C(=O)O)CC[C@@H](C)CC2)N=N1
Z3069383598,C#CCCC1(CCC(=O)N2CCc3[nH]c4c(C(=O)O)cccc4c3C2)N=N1
Z3069383599,C#CCCC1(CCC(=O)N2CCCN(c3cc(C(=O)O)ccn3)CC2)N=N1
Z3069383601,C#CCCC1(CCC(=O)Nc2cc(Cl)cc(C(=O)O)c2O)N=N1
Z3069383605,C#CCCC1(CCC(=O)N2CCC(c3c[nH]c4ccc(C(=O)O)cc34)CC2)N=N1
Z3069383607,C#CCCC1(CCC(=O)N2CCc3c(cccc3C(=O)O)C2)N=N1
Z3069383610,C#CCCC1(CCC(=O)Nc2ccc3ncn(CC(=O)O)c(=O)c3c2)N=N1
Z3069383611,C#CCCC1(CCC(=O)NC(C(=O)O)c2cccc3ccccc23)N=N1
Z3069383612,C#CCCC1(CCC(=O)NCc2ccc(C(=O)O)cc2F)N=N1
Z3069383617,C#CCCC1(CCC(=O)N2CCC(C(O)C(=O)O)CC2)N=N1
Z3069383622,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(F)c(F)c2)N=N1
Z3069383623,C#CCCC1(CCC(=O)NC(C(=O)O)c2ccc(C)c(C)c2)N=N1
Z3069383625,C#CCCC1(CCC(=O)N2CC(C(=O)O)C(c3ccc(O)cc3)C2)N=N1
Z3069383626,C#CCCC1(CCC(=O)N2CC(C)OC(C(=O)O)C2)N=N1
Z3069383628,C#CCCC1(CCC(=O)NCC2(C(=O)O)CC(O)C2)N=N1
Z3069383630,C#CCCC1(CCC(=O)Nc2ccccc2C#Cc2ccc(C(=O)O)cc2)N=N1
Z3069383631,C#CCCC1(CCC(=O)N2CCC3(CC(C(=O)O)=NO3)C2)N=N1
Z3069383632,C#CCCC1(CCC(=O)N2CC(O)(C(=O)O)C2)N=N1
Z3069383636,C#CCCC1(CCC(=O)NC2CC(O)CC2C(=O)O)N=N1
Z3069383638,C#CCCC1(CCC(=O)NC2CC(C(=O)O)C3CC23)N=N1
Z3069383640,C#CCCC1(CCC(=O)N2CCC(O)(C3(C(=O)O)CCC3)CC2)N=N1
Z3069383641,C#CCCC1(CCC(=O)NCC2CC(C(=O)O)CC2O)N=N1
Z3069383645,C#CCCC1(CCC(=O)NC(C(=O)O)C2CCC(O)C2)N=N1
Z3069383646,C#CCCC1(CCC(=O)N2C3CCC2C(C(=O)O)C3)N=N1
